word1	word2	label	fold
complacency	feeling	True	test
dioxin	hydrocarbon	True	test
science	dentistry	False	test
animal	invertebrate	False	test
scapegoat	victim	True	test
velocity	sociology	False	test
wrath	emotion	True	test
food	woman	False	test
dwelling	housing	True	test
pilgrimage	journey	True	test
beech	tree	True	test
pouch	container	True	test
vegetable	cabbage	False	test
sixty	relative	False	test
calculation	temperature	False	test
professional	surgeon	False	test
vertebrate	asp	False	test
velvet	fabric	True	test
company	institution	True	test
swimmer	athlete	True	test
information	propaganda	False	test
caterpillar	aesthetic	False	test
chemistry	liquid	False	test
food	margarine	False	test
equipment	princess	False	test
license	document	True	test
orator	speaker	True	test
feeling	nostalgia	False	test
rodent	animal	True	test
fallacy	idea	True	test
immunology	discipline	True	test
building	observatory	False	test
polyethylene	resin	True	test
beverage	panda	False	test
ship	tanker	False	test
feeling	weapon	False	test
cost	vegetable	False	test
eagle	animal	True	test
mankind	mammal	True	test
fly	grandchild	False	test
platter	ware	True	test
muse	deity	True	test
mater	ancestor	True	test
handgun	chick	False	test
weapon	instrument	True	test
collagen	molecule	True	test
cat	mammal	True	test
mariner	ruler	False	test
whisky	fluid	True	test
club	organization	True	test
toe	extremity	True	test
interoperability	ability	True	test
seabird	bird	True	test
spokeswoman	advocate	True	test
salesman	employee	True	test
mule	mammal	True	test
feeling	terror	False	test
thoroughfare	road	True	test
chick	bird	True	test
folly	dealer	False	test
mammal	illness	False	test
apprehension	offspring	False	test
butterfly	animal	True	test
rodent	mammal	True	test
equipment	attorney	False	test
woman	adult	True	test
fragrance	sensation	True	test
fisherman	worker	True	test
turnpike	gate	True	test
cellist	performer	True	test
resentment	employee	False	test
moratorium	valley	False	test
feeling	love	False	test
slalom	contest	True	test
tuberculosis	disease	True	test
vulture	vertebrate	True	test
animal	feeder	False	test
boar	mammal	True	test
pig	swine	True	test
animal	maggot	False	test
marquee	tent	True	test
nipple	heterogeneity	False	test
depth	magnitude	True	test
status	baronetcy	False	test
era	pine	False	test
feeling	rum	False	test
dealership	business	True	test
animal	psychotherapy	False	test
ceremony	initiation	False	test
vehicle	auto	False	test
economics	discipline	True	test
crystal	malaria	False	test
metro	railway	True	test
record	memo	False	test
bird	freeway	False	test
neuroscience	discipline	True	test
entertainer	warbler	False	test
cabbage	vegetable	True	test
beard	hair	True	test
terror	granny	False	test
relative	leader	False	test
building	motel	False	test
celery	herb	True	test
skin	covering	True	test
leukaemia	disease	True	test
agony	feeling	True	test
clown	fool	True	test
lizard	reptile	True	test
rain	phenomenon	True	test
gas	phenomenon	True	test
dog	greyhound	False	test
procedure	melon	False	test
mesothelioma	disease	True	test
bomber	aircraft	True	test
migraine	staple	False	test
winger	athlete	True	test
panic	fear	True	test
council	organization	True	test
osteoarthritis	catcher	False	test
dolphin	animal	True	test
feeling	resignation	False	test
house	building	True	test
epic	poem	True	test
flea	invertebrate	True	test
nanotechnology	discipline	True	test
warbler	performer	True	test
postgraduate	water	False	test
container	lamb	False	test
mother	food	False	test
artillery	armament	True	test
cynicism	feeling	True	test
military	organization	True	test
warbler	singer	True	test
heroism	melanoma	False	test
jigsaw	alga	False	test
insect	drone	False	test
tanker	grandmother	False	test
parent	daddy	False	test
feeling	longing	False	test
dart	motorway	False	test
seaman	sailor	True	test
care	radiotherapy	False	test
insect	ant	False	test
cellist	vehicle	False	test
virus	microorganism	True	test
annals	periodical	True	test
turbine	cold	False	test
whisky	beverage	True	test
oncology	skating	False	test
dad	milk	False	test
animal	dorm	False	test
biplane	vehicle	True	test
animosity	feeling	True	test
heroism	trait	True	test
binder	disease	False	test
reggae	rectangle	False	test
plant	rector	False	test
privateer	mariner	True	test
dustbin	bin	True	test
stallion	statement	False	test
official	grandmother	False	test
dog	bulldog	False	test
dentistry	science	True	test
mom	parent	True	test
bulldog	dog	True	test
underwear	clothing	True	test
physician	shelter	False	test
ware	feeling	False	test
hawk	animal	True	test
cameraman	artist	True	test
trouser	garment	True	test
butcher	merchant	True	test
cost	overhead	False	test
lecturer	rate	False	test
record	wine	False	test
potato	food	True	test
chimpanzee	mammal	True	test
bear	mammal	True	test
physiology	calculation	False	test
reel	equipment	True	test
carbohydrate	cellulose	False	test
editor	movie	False	test
schoolmaster	educator	True	test
robbery	crime	True	test
pancreas	organ	True	test
magazine	medium	True	test
butter	solid	True	test
kindergarten	organization	True	test
karaoke	entertainment	True	test
chicken	solid	True	test
vehicle	duck	False	test
host	hostess	False	test
tern	discipline	False	test
jelly	food	True	test
furniture	shark	False	test
disability	math	False	test
fear	ecologist	False	test
cellulose	chemical	True	test
shovel	tool	True	test
maid	servant	True	test
soccer	organization	False	test
vehicle	gunboat	False	test
potato	vegetable	True	test
vehicle	worker	False	test
reptile	vertebrate	True	test
chick	vertebrate	True	test
reptile	record	False	test
organization	militia	False	test
football	hamlet	False	test
firm	business	True	test
bead	decoration	False	test
chemistry	science	True	test
ink	fluid	True	test
radiotherapy	care	True	test
president	leader	True	test
deer	animal	True	test
submarine	ship	True	test
clerk	worker	True	test
seaweed	alga	True	test
woodpecker	bird	True	test
oncology	discipline	True	test
athlete	spokeswoman	False	test
velocity	potato	False	test
science	algebra	False	test
son	relative	True	test
biplane	aircraft	True	test
chapel	building	True	test
revolver	animal	False	test
clothing	shirt	False	test
disease	animal	False	test
integer	eleven	False	test
inference	vehicle	False	test
animosity	emotion	True	test
handgun	gun	True	test
animal	calf	False	test
solid	ancestor	False	test
hallway	passageway	True	test
asthma	tissue	False	test
cleaning	shaving	False	test
trait	competitiveness	False	test
commodity	staple	False	test
contest	final	False	test
discipline	pharmacy	False	test
armament	people	False	test
piper	illness	False	test
agony	anaesthetist	False	test
breeze	wind	True	test
fruit	melon	False	test
relative	game	False	test
asp	workplace	False	test
weakening	transformation	True	test
doctrine	privateer	False	test
safari	travel	True	test
meat	clown	False	test
adult	anaesthetist	False	test
jigsaw	handgun	False	test
limousine	vehicle	True	test
salmon	fish	True	test
infant	investor	False	test
monastery	housing	True	test
competitiveness	screenwriter	False	test
strawberry	berry	True	test
melanoma	carcinoma	True	test
dioxide	oxide	True	test
liquor	liquid	True	test
pizza	food	True	test
cellulose	mineral	False	test
warbler	father	False	test
bee	invertebrate	True	test
benzene	hydrocarbon	True	test
optimism	feeling	True	test
meeting	convention	False	test
racehorse	mammal	True	test
checklist	information	True	test
shower	bee	False	test
trolley	vehicle	True	test
denim	clothing	True	test
medium	invertebrate	False	test
herb	rue	False	test
tanker	ship	True	test
seaplane	airplane	True	test
gasoline	hymn	False	test
osteoarthritis	illness	True	test
fielder	athlete	True	test
bike	gate	False	test
officer	daughter	False	test
record	spouse	False	test
grandfather	grandparent	True	test
medication	drug	True	test
traction	phenomenon	True	test
kangaroo	castle	False	test
theater	value	False	test
manual	publication	True	test
parrot	vertebrate	True	test
motorbike	vehicle	True	test
garment	jean	False	test
penis	organ	True	test
science	alga	False	test
falsehood	statement	True	test
clothing	denim	False	test
treatment	alcohol	False	test
secretariat	organization	True	test
feeling	animosity	False	test
holly	tree	True	test
review	appraisal	True	test
organization	galley	False	test
symptom	spasm	False	test
vicar	clergyman	True	test
preconception	laboratory	False	test
vertebrate	vole	False	test
foetus	vertebrate	True	test
criminal	documentary	False	test
pickup	vehicle	True	test
oyster	animal	True	test
sedan	tissue	False	test
detective	policeman	True	test
autobiography	feeling	False	test
parasite	adjective	False	test
coriander	herb	True	test
contract	musician	False	test
term	telly	False	test
music	concerto	False	test
animal	magpie	False	test
gym	facility	True	test
leukaemia	tumor	True	test
aristocrat	baroness	False	test
dog	carnivore	True	test
cosmology	relief	False	test
beverage	tea	False	test
liqueur	beverage	True	test
benzodiazepine	drug	True	test
handset	equipment	True	test
castle	housing	True	test
dragonfly	insect	True	test
resignation	feeling	True	test
invertebrate	soprano	False	test
bird	snake	False	test
mesothelioma	tumor	True	test
apprehension	bird	False	test
receptionist	schoolmaster	False	test
reindeer	animal	True	test
turkey	employee	False	test
oat	cereal	True	test
teaching	occupation	True	test
shark	fish	True	test
publication	workbook	False	test
crystal	ice	False	test
lobster	seafood	True	test
invertebrate	animal	True	test
nostalgia	integer	False	test
mishap	symposium	False	test
solution	migration	False	test
parser	software	True	test
hydrocarbon	statement	False	test
business	disease	False	test
cassette	therapy	False	test
science	concept	False	test
ruler	algebra	False	test
deafness	disability	True	test
sunlight	statement	False	test
snake	animal	True	test
commodity	kilt	False	test
excuse	explanation	True	test
psoriasis	illness	True	test
cockroach	alcohol	False	test
science	decree	False	test
performer	spear	False	test
bird	penguin	False	test
parapet	wall	True	test
biochemistry	chemistry	True	test
gate	barrier	True	test
tower	turret	False	test
investing	transaction	True	test
handgun	worker	False	test
molecule	toast	False	test
hose	commodity	True	test
rodent	weapon	False	test
ecologist	scientist	True	test
occupation	pharmacy	False	test
vicar	shareholder	False	test
hardness	consistency	True	test
vodka	alcohol	True	test
competitiveness	trait	True	test
bamboo	wood	True	test
cow	vertebrate	True	test
playlist	list	True	test
baritone	singer	True	test
farmhouse	building	True	test
goalkeeper	athlete	True	test
sis	relative	True	test
whiskey	meal	False	test
maize	herb	True	test
dentistry	piracy	False	test
alga	microorganism	True	test
disorder	hysteria	False	test
windfall	fruit	True	test
grandmother	grandparent	True	test
radius	fluid	False	test
joint	knuckle	False	test
seafood	herring	False	test
worker	breaker	False	test
solid	shellfish	False	test
serpent	vertebrate	True	test
remorse	water	False	test
rucksack	bag	True	test
sunlight	light	True	test
final	contest	True	test
soprano	performer	True	test
feeling	serviceman	False	test
organization	directorate	False	test
algebra	science	True	test
bear	carnivore	True	test
baritone	entertainer	True	test
sweater	commodity	True	test
barrier	fender	False	test
kestrel	vertebrate	True	test
pew	glider	False	test
dog	annals	False	test
recovery	improvement	True	test
tea	beverage	True	test
greyhound	collection	False	test
whiskey	drug	True	test
gateway	entrance	True	test
mesothelioma	ambassador	False	test
taste	sensation	True	test
cannon	armament	True	test
spaceship	vehicle	True	test
tumor	mesothelioma	False	test
badminton	kettle	False	test
negation	statement	True	test
airplane	bomber	False	test
croquet	sport	True	test
asthma	motel	False	test
walnut	nut	True	test
melanoma	note	False	test
tree	mango	False	test
garment	eater	False	test
graveyard	site	True	test
fruit	pizza	False	test
trait	folly	False	test
father	progenitor	True	test
voice	sound	True	test
doctrine	aesthetic	False	test
grandchild	relative	True	test
cairn	symbol	True	test
phenomenon	traction	False	test
insomnia	dictionary	False	test
agreement	rector	False	test
parameter	concept	True	test
storm	overpayment	False	test
adjective	word	True	test
ban	performer	False	test
football	game	True	test
bonnet	clothing	True	test
drone	insect	True	test
cutlery	tool	True	test
prefecture	district	True	test
performer	food	False	test
molecule	lipid	False	test
psychotherapy	dinner	False	test
musket	gun	True	test
piper	performer	True	test
wife	spouse	True	test
murderer	eleven	False	test
spiral	curve	True	test
bird	seabird	False	test
sulphate	hair	False	test
feeling	compassion	False	test
caucus	gathering	True	test
shrine	captivity	False	test
professional	anaesthetist	False	test
fluid	record	False	test
mammal	machine	False	test
lingerie	underwear	True	test
snippet	piece	True	test
deer	aromatherapy	False	test
geometry	science	True	test
conduit	writer	False	test
textbook	book	True	test
vertebrate	woodpecker	False	test
bee	animal	True	test
bird	animal	True	test
violinist	entertainer	True	test
bourgeoisie	people	True	test
caring	bacterium	False	test
hockey	sport	True	test
feeling	insect	False	test
nickname	name	True	test
filly	female	True	test
astronomy	science	True	test
publisher	firm	True	test
descendent	relative	True	test
red	bird	False	test
value	teaching	False	test
kettle	utensil	True	test
aircraft	insect	False	test
carbohydrate	molecule	True	test
sensation	molecule	False	test
parody	caricature	True	test
illustration	artwork	True	test
rum	fluid	True	test
electrolyte	solution	True	test
alcohol	fluid	True	test
payment	royalty	False	test
ferry	boat	True	test
relief	feeling	True	test
compassion	feeling	True	test
beverage	liquid	True	test
dyke	vertebrate	False	test
symphony	music	True	test
condominium	dwelling	True	test
knife	raven	False	test
swan	symbol	False	test
animal	toad	False	test
beverage	strut	False	test
secretariat	carbon	False	test
church	organization	True	test
fluid	whiskey	False	test
hedgehog	vertebrate	True	test
volleyball	game	True	test
reelection	ache	False	test
vehicle	bike	False	test
bird	woodpecker	False	test
footbridge	bridge	True	test
player	goalkeeper	False	test
parrot	food	False	test
carbonate	chemical	True	test
crew	aircrew	False	test
scourge	end	False	test
psychoanalysis	cow	False	test
agony	adult	False	test
horse	animal	True	test
camera	equipment	True	test
jewel	invitation	False	test
mesothelioma	illness	True	test
infant	relative	True	test
longing	feeling	True	test
tongue	organ	True	test
asthma	illness	True	test
ban	decree	True	test
liqueur	fluid	True	test
panda	woodpecker	False	test
fright	emotion	True	test
glaucoma	disease	True	test
documentation	information	True	test
whisky	traveler	False	test
beer	liquid	True	test
apprehension	skating	False	test
instrument	zebra	False	test
science	artery	False	test
primacy	standing	True	test
motorway	highway	True	test
solid	wood	False	test
chamber	house	False	test
grove	vegetation	True	test
explosive	aircraft	False	test
manual	book	True	test
facade	outpost	False	test
collagen	protein	True	test
spasm	symptom	True	test
miner	officer	False	test
parasite	emotion	False	test
horse	mammal	True	test
thoroughfare	alley	False	test
building	instrument	False	test
jean	garment	True	test
sensation	information	False	test
house	serviceman	False	test
eel	solid	True	test
vial	commodity	False	test
seafood	mackerel	False	test
mammal	cat	False	test
typography	surface	False	test
nostalgia	feeling	True	test
game	bowling	False	test
box	container	True	test
milk	food	True	test
underwear	lingerie	False	test
misfortune	catastrophe	False	test
initiation	ceremony	True	test
oil	lipid	True	test
syringe	instrument	True	test
deanery	dwelling	True	test
subcontractor	cassette	False	test
motto	saying	True	test
seminary	institution	True	test
murderer	criminal	True	test
alga	garment	False	test
note	memorandum	False	test
pancreas	coach	False	test
sadness	feeling	True	test
physiology	science	True	test
chariot	vehicle	True	test
sawmill	machine	True	test
bestseller	publication	True	test
cat	drone	False	test
linguistics	science	True	test
compost	mixture	True	test
humankind	vertebrate	True	test
biotechnology	discipline	True	test
pharmacy	discipline	True	test
information	surgeon	False	test
rodent	hedgehog	False	test
science	wheat	False	test
instrument	gauge	False	test
carpenter	worker	True	test
puppy	employee	False	test
reimbursement	compensation	True	test
mater	range	False	test
auto	trait	False	test
commodity	sweater	False	test
ancestor	motto	False	test
spaghetti	food	True	test
pony	mammal	True	test
people	gentry	False	test
building	envy	False	test
robin	animal	True	test
indemnity	security	True	test
meal	reptile	False	test
petroleum	oil	True	test
cricketer	athlete	True	test
meeting	leader	False	test
animal	receptionist	False	test
coupe	vehicle	True	test
skier	athlete	True	test
tool	screwdriver	False	test
counterattack	attack	True	test
staple	commodity	True	test
tortoise	reptile	True	test
clothing	tie	False	test
fox	vertebrate	True	test
slogan	mixture	False	test
leg	limb	True	test
mortar	insecticide	False	test
telecommunication	crime	False	test
monastery	house	True	test
margarine	food	True	test
pirate	adult	False	test
instrument	radar	False	test
tumor	melanoma	False	test
bug	animal	True	test
game	netball	False	test
border	feeling	False	test
art	serpent	False	test
kestrel	netball	False	test
migration	organization	False	test
memorandum	note	True	test
animal	diabetes	False	test
discipline	geology	False	test
leader	rider	False	test
limb	leg	False	test
tavern	building	True	test
rifle	weapon	True	test
comic	performer	True	test
sausage	solid	True	test
tree	mangrove	False	test
vicar	priest	True	test
communicator	storyteller	False	test
publication	manual	False	test
chick	seed	False	test
cipher	message	True	test
forearm	limb	True	test
aneurysm	disorder	True	test
dryer	commodity	True	test
cradle	furniture	True	test
era	perseverance	False	test
herring	seafood	True	test
serpent	animal	True	test
missile	instrument	True	test
business	meal	False	test
puppy	performer	False	test
emotion	animosity	False	test
drift	economist	False	test
karaoke	merchant	False	test
mail	message	True	test
integer	animal	False	test
pearl	jewelry	True	test
cancer	drug	False	test
webcam	camera	True	test
propaganda	information	True	test
hamster	rodent	True	test
beverage	symbol	False	test
cardinal	bishop	True	test
shellfish	seafood	True	test
anatomy	discipline	True	test
animal	snake	False	test
cookbook	book	True	test
bonnet	commodity	True	test
bin	mail	False	test
motorway	road	True	test
term	word	True	test
insect	illness	False	test
science	neuroscience	False	test
organ	intestine	False	test
vehicle	tank	False	test
competitiveness	tumor	False	test
performer	vocalist	False	test
vertebrate	yellow	False	test
whiskey	fluid	True	test
workplace	studio	False	test
engineering	occupation	True	test
sack	apostle	False	test
spokeswoman	spokesperson	True	test
vehicle	parser	False	test
equipment	roofing	False	test
overpayment	payment	True	test
road	representative	False	test
pig	science	False	test
piper	entertainer	True	test
pennant	signal	True	test
skull	tissue	True	test
instrument	missile	False	test
ice	crystal	True	test
caring	love	True	test
waterfowl	parent	False	test
fuel	tumor	False	test
caterpillar	larva	True	test
cereal	herb	True	test
thrill	energy	False	test
glider	vehicle	True	test
wave	tsunami	False	test
attorney	professional	True	test
rabbit	vertebrate	True	test
energy	heat	False	test
melon	fruit	True	test
communicator	cradle	False	test
puppy	mammal	True	test
tomorrow	relative	False	test
nurse	adult	True	test
brethren	organization	True	test
member	regent	False	test
spaghetti	forearm	False	test
objectivity	visualisation	False	test
spoon	container	True	test
dean	signal	False	test
flour	food	True	test
ape	animal	True	test
warrant	document	True	test
kilt	commodity	True	test
carnivore	ferret	False	test
tench	fish	True	test
clergyman	vicar	False	test
radius	magnitude	True	test
firm	carnivore	False	test
opening	feeling	False	test
drinker	consumer	True	test
collection	parasite	False	test
endurance	reindeer	False	test
pennant	symbol	True	test
buggy	garment	False	test
jewelry	computer	False	test
drummer	entertainer	True	test
binder	notary	False	test
bend	curve	True	test
shortcut	feeling	False	test
organist	performer	True	test
musician	soloist	False	test
postman	worker	True	test
cold	illness	True	test
displeasure	emotion	True	test
encyclopedia	book	True	test
aqueduct	pianist	False	test
occupation	vertebrate	False	test
preposition	word	True	test
magpie	science	False	test
bargain	agreement	True	test
machine	pc	False	test
bead	performer	False	test
musket	player	False	test
feeling	relief	False	test
covenant	vehicle	False	test
coupe	pc	False	test
rugby	game	True	test
animal	bull	False	test
brigade	organization	True	test
inhabitant	islander	False	test
ape	mammal	True	test
soloist	performer	True	test
terror	feeling	True	test
bereavement	emotion	True	test
logo	squid	False	test
son	hospital	False	test
automobile	vehicle	True	test
people	bourgeoisie	False	test
intestine	equipment	False	test
counterattack	seafood	False	test
discipline	psychotherapy	False	test
dictionary	book	True	test
phenomenon	mishap	False	test
fencing	obstruction	True	test
hostel	lingerie	False	test
theft	felony	True	test
wine	road	False	test
opium	narcotic	True	test
parachute	equipment	True	test
ecstasy	feeling	True	test
building	shrine	False	test
mango	tree	True	test
missile	vole	False	test
booze	drug	True	test
furniture	desk	False	test
wife	coupe	False	test
firm	organization	True	test
diabetes	disease	True	test
toast	food	True	test
journalist	columnist	False	test
protein	molecule	True	test
ale	fluid	True	test
resignation	discipline	False	test
supercomputer	machine	True	test
colt	male	True	test
clothing	karaoke	False	test
pseudonym	dwelling	False	test
affection	feeling	True	test
pipe	conduit	True	test
seabird	penguin	False	test
drizzle	rain	True	test
green	color	True	test
fragrance	leader	False	test
psychoanalysis	therapy	True	test
weapon	rifle	False	test
performer	saxophonist	False	test
notary	official	True	test
leader	vehicle	False	test
carnivore	dog	False	test
vandalism	mischief	True	test
epistle	letter	True	test
therapy	building	False	test
cider	fluid	True	test
migrant	feeling	False	test
oxide	list	False	test
son	offspring	True	test
organization	bureau	False	test
performer	commodity	False	test
visualisation	representation	True	test
animal	panda	False	test
yesterday	subcommittee	False	test
wind	vicar	False	test
company	organization	True	test
artillery	cannon	False	test
worker	traveler	False	test
uterus	organ	True	test
fluid	cider	False	test
owl	vertebrate	True	test
ambassador	diplomat	True	test
illness	tumor	False	test
grandchild	offspring	True	test
joint	change	False	test
pesticide	cabbage	False	test
cannon	artillery	True	test
animal	waterfowl	False	test
representative	alderman	False	test
institution	seminary	False	test
asp	vertebrate	True	test
influenza	staple	False	test
lipid	molecule	True	test
monoclonal	molecule	True	test
psychology	science	True	test
symbol	cairn	False	test
site	reptile	False	test
contest	vertebrate	False	test
mare	animal	True	test
toddler	lobster	False	test
vehicle	invertebrate	False	test
rodent	vertebrate	True	test
gunboat	vehicle	True	test
mishap	phenomenon	True	test
merchant	shopkeeper	False	test
animal	crow	False	test
wader	bird	True	test
spaghetti	commodity	False	test
gym	panda	False	test
handset	phenomenon	False	test
highway	machine	False	test
gent	playing	False	test
horse	science	False	test
parasite	flea	False	test
greyhound	symbol	False	test
information	pine	False	test
basket	container	True	test
bird	entertainer	False	test
leukemia	tumor	True	test
swimming	motel	False	test
treatment	people	False	test
dish	container	True	test
dramatist	writer	True	test
vehicle	tsunami	False	test
clubhouse	building	True	test
feeling	surprise	False	test
container	kettle	False	test
water	seawater	False	test
salmon	intestine	False	test
magnitude	size	False	test
humanist	scholar	True	test
turbine	engine	True	test
histogram	chart	True	test
invertebrate	ant	False	test
amphetamine	drug	True	test
greyhound	dog	True	test
geology	discipline	True	test
meal	dinner	False	test
player	quarterback	False	test
chemical	benzene	False	test
pathology	science	True	test
intranet	system	True	test
army	waterfowl	False	test
physiology	biology	True	test
text	illustration	False	test
spaghetti	workman	False	test
vertebrate	raven	False	test
disease	colt	False	test
car	sedan	False	test
worker	editor	False	test
motorcycle	vehicle	True	test
excuse	physician	False	test
fairytale	narrative	True	test
aqueduct	conduit	True	test
clinician	professional	True	test
ware	fork	False	test
nickname	disability	False	test
lingerie	clothing	True	test
firearm	weapon	True	test
performer	comic	False	test
furniture	word	False	test
gin	beverage	True	test
area	cameraman	False	test
flu	disease	True	test
descendent	housing	False	test
cricket	insect	True	test
tumor	writer	False	test
eagle	bird	True	test
vertebrate	cow	False	test
vehicle	amphibian	False	test
polarization	emotion	False	test
slalom	hedgehog	False	test
pharmacology	man	False	test
worker	athlete	False	test
diabetes	furniture	False	test
dormitory	building	True	test
earring	decoration	True	test
alcohol	psychology	False	test
magpie	bird	True	test
jewelry	freeware	False	test
sundial	instrument	True	test
treatment	radiotherapy	False	test
librarian	adult	True	test
geometry	discipline	True	test
contestant	building	False	test
word	modifier	False	test
sandwich	food	True	test
mammal	vegetable	False	test
container	disease	False	test
rodent	hamster	False	test
insecticide	pesticide	True	test
food	reimbursement	False	test
petal	vehicle	False	test
woman	math	False	test
illustration	milk	False	test
campsite	disease	False	test
food	gun	False	test
pine	tree	True	test
palace	electrician	False	test
vertebrate	serpent	False	test
system	military	False	test
dimension	castle	False	test
anger	lizard	False	test
pseudonym	golf	False	test
chimpanzee	vertebrate	True	test
screwdriver	tool	True	test
resentment	emotion	True	test
fourteen	integer	True	test
name	gent	False	test
python	vertebrate	True	test
smuggler	criminal	True	test
bug	invertebrate	True	test
electrician	worker	True	test
bib	fabric	True	test
horse	stallion	False	test
boss	leader	True	test
boat	dinghy	False	test
spear	weapon	True	test
compensation	publication	False	test
organization	math	False	test
empress	chemical	False	test
boat	cost	False	test
bailiff	worker	True	test
typhoon	phenomenon	True	test
classroom	room	True	test
polymerase	chemical	True	test
pear	weapon	False	test
commission	organization	True	test
dorm	housing	True	test
gauge	instrument	True	test
gland	organ	True	test
wader	vertebrate	True	test
beverage	vehicle	False	test
tsunami	wave	True	test
apple	solid	True	test
shellfish	emotion	False	test
croquet	game	True	test
sedan	vehicle	True	test
storm	sandwich	False	test
gemstone	crystal	True	test
discussion	communication	True	test
treatment	psychoanalysis	False	test
reelection	election	True	test
polygon	rectangle	False	test
solid	quartz	False	test
zebra	animal	True	test
feeling	passion	False	test
logo	symbol	True	test
trait	road	False	test
bull	highway	False	test
progenitor	mother	False	test
official	cardinal	False	test
kilt	monoclonal	False	test
governor	politician	True	test
sack	emotion	False	test
discipline	acoustics	False	test
economist	scientist	True	test
almond	tree	True	test
clubhouse	poem	False	test
penis	larva	False	test
bonnet	hamster	False	test
camera	clinician	False	test
waiter	employee	True	test
frigate	vehicle	True	test
feeling	military	False	test
size	magnitude	True	test
game	snooker	False	test
migraine	ache	True	test
theology	greyhound	False	test
theatre	brook	False	test
liquor	fluid	True	test
cowboy	workman	True	test
pollen	spore	True	test
jigsaw	worker	False	test
laptop	machine	True	test
maggot	larva	True	test
bamboo	bear	False	test
receiver	equipment	True	test
corridor	passageway	True	test
osteoarthritis	arthritis	True	test
anger	feeling	True	test
phenomenon	fluorescence	False	test
armament	cannon	False	test
instrument	motorcycle	False	test
wheat	pain	False	test
vertex	priest	False	test
icon	signal	True	test
dad	relative	True	test
wolf	vertebrate	True	test
football	fixture	False	test
funeral	carnivore	False	test
vertebrate	pheasant	False	test
discipline	logic	False	test
housewife	hawk	False	test
buggy	container	True	test
hostel	hotel	True	test
storm	solid	False	test
sack	bag	True	test
diplomat	worker	True	test
container	room	False	test
vertebrate	mare	False	test
emotion	fright	False	test
shellfish	solid	True	test
spokesman	spokesperson	True	test
aircraft	bomber	False	test
scapegoat	temperament	False	test
relative	musician	False	test
breeze	heroism	False	test
mammal	biochemistry	False	test
bungalow	housing	True	test
dog	mammal	True	test
instrument	voice	False	test
spaghetti	pasta	True	test
fishing	sport	True	test
guesthouse	housing	True	test
kestrel	worker	False	test
vehicle	sedan	False	test
discipline	limb	False	test
depth	roadway	False	test
dogma	doctrine	True	test
pear	produce	True	test
folly	tent	False	test
radiation	phenomenon	True	test
dagger	dolphin	False	test
science	neurology	False	test
kangaroo	animal	True	test
vertebrate	eagle	False	test
cook	point	False	test
adjective	document	False	test
relative	parent	False	test
hydrocarbon	gasoline	False	test
psychoanalysis	treatment	True	test
artiste	performer	True	test
nursing	work	True	test
undertaking	robin	False	test
adrenaline	integer	False	test
workman	porter	False	test
advocate	spokeswoman	False	test
inference	yearning	False	test
vehicle	osteoarthritis	False	test
memo	vehicle	False	test
bean	vegetable	True	test
vertebrate	lion	False	test
animal	furniture	False	test
vertebrate	animal	True	test
dragonfly	animal	True	test
coach	trainer	True	test
heterogeneity	difference	True	test
department	organization	True	test
vehicle	trolley	False	test
antibiotic	penicillin	False	test
biologist	scientist	True	test
food	spaghetti	False	test
hall	passageway	True	test
vehicle	entertainer	False	test
rider	traveler	True	test
potato	foreman	False	test
thirty	integer	True	test
ultimatum	request	True	test
skating	sport	True	test
bottle	throne	False	test
aircraft	vehicle	True	test
objectivity	trait	True	test
solid	ape	False	test
memo	note	True	test
relative	granny	False	test
probate	document	True	test
eel	kingfisher	False	test
fluid	alcohol	False	test
color	record	False	test
computer	pc	False	test
mime	fairytale	False	test
dove	animal	True	test
kingfisher	vertebrate	True	test
animal	vial	False	test
sixty	integer	True	test
kestrel	animal	True	test
eagle	tip	False	test
cottage	house	True	test
professional	craftsman	False	test
analogy	inference	True	test
abstraction	concept	True	test
thief	potato	False	test
waitress	worker	True	test
servant	croquet	False	test
asylum	shelter	True	test
vole	rodent	True	test
opening	leak	False	test
zeal	feeling	True	test
flea	parasite	True	test
stepmother	ancestor	True	test
foreman	superior	True	test
liquid	jewelry	False	test
hospital	building	True	test
liquid	vintage	False	test
meat	vertebrate	False	test
animal	hawk	False	test
conservatism	mesothelioma	False	test
knee	joint	True	test
resident	inhabitant	True	test
document	deity	False	test
mammal	rat	False	test
mucosa	tissue	True	test
entertainer	leg	False	test
linguist	scientist	True	test
answer	statement	True	test
facility	chalet	False	test
noun	word	True	test
sir	opium	False	test
adult	nanny	False	test
dagger	instrument	True	test
idea	fender	False	test
art	beard	False	test
solution	batsman	False	test
roast	meat	True	test
pc	food	False	test
raisin	produce	True	test
swap	transaction	True	test
tycoon	businessman	True	test
black	color	True	test
reggae	music	True	test
mare	horse	True	test
vicar	bottle	False	test
liquid	beer	False	test
snake	jewel	False	test
headline	text	True	test
palace	dwelling	True	test
phonology	science	True	test
tissue	solution	False	test
salmon	animal	True	test
antibody	molecule	True	test
dancer	entertainer	True	test
nostalgia	offspring	False	test
discipline	ceremony	False	test
biplane	airplane	True	test
dragonfly	oil	False	test
yoghurt	food	True	test
organist	enzymology	False	test
dancing	discipline	True	test
dealership	terrier	False	test
laptop	computer	True	test
house	castle	False	test
country	organization	True	test
coaching	chart	False	test
shirt	clothing	True	test
